Linux 3.8.0-19-generic (ip-10-58-125-169) 	06/06/2013 	_x86_64_	(1 CPU)

08:44:50 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
08:49:44 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:49:45 PM  all    1.57    0.00    0.00    0.00    0.00    0.00   98.43    0.00    0.00
08:49:46 PM  all   20.59    0.00    1.47    0.00    0.00    0.00   77.94    0.00    0.00
08:49:47 PM  all   12.61    0.00    0.00    0.00    0.00    0.00   87.39    0.00    0.00
08:49:48 PM  all    9.15    0.00    0.00    0.00    0.00    0.00   90.85    0.00    0.00
08:49:49 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:49:50 PM  all    7.53    0.00    0.00    0.00    0.00    0.00   92.47    0.00    0.00
08:49:51 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:49:52 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:49:54 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:49:55 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:49:56 PM  all    3.11    0.00    0.00    0.00    0.00    0.00   96.89    0.00    0.00
08:49:57 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:49:58 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:49:59 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:00 PM  all    3.15    0.00    0.00    0.00    0.00    0.00   96.85    0.00    0.00
08:50:01 PM  all   10.19    0.00    0.00    0.00    0.00    0.00   89.81    0.00    0.00
08:50:02 PM  all   93.33    0.00    6.67    0.00    0.00    0.00    0.00    0.00    0.00
08:50:03 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:04 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:05 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:06 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:07 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:09 PM  all    1.89    0.00    0.00    0.00    0.00    0.00   98.11    0.00    0.00
08:50:10 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:11 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:12 PM  all    7.93    0.00    0.00    0.00    0.00    0.00   92.07    0.00    0.00
08:50:13 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:14 PM  all    5.69    0.00    0.00    0.00    0.00    0.00   94.31    0.00    0.00
08:50:15 PM  all   93.33    0.00    6.67    0.00    0.00    0.00    0.00    0.00    0.00
08:50:16 PM  all    8.62    0.00    0.00    0.00    0.00    0.00   91.38    0.00    0.00
08:50:17 PM  all    8.00    0.00    0.00    0.00    0.00    0.00   92.00    0.00    0.00
08:50:18 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:19 PM  all   92.86    0.00    7.14    0.00    0.00    0.00    0.00    0.00    0.00
08:50:20 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:21 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:22 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:24 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:25 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:26 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:27 PM  all    1.58    0.00    0.00    0.00    0.00    0.00   98.42    0.00    0.00
08:50:28 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:29 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:30 PM  all    4.93    0.00    0.00    0.00    0.00    0.00   95.07    0.00    0.00
08:50:31 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:32 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:33 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:34 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:35 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:36 PM  all   17.08    0.00    0.00    0.00    0.00    0.00   82.92    0.00    0.00
08:50:37 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:38 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:39 PM  all   74.07    0.00    0.00    0.00    0.00    0.00   25.93    0.00    0.00
08:50:40 PM  all   92.16    0.00    0.00    0.00    0.00    0.00    7.84    0.00    0.00
08:50:41 PM  all   84.40    0.00    0.00    0.00    0.00    0.00   15.60    0.00    0.00
08:50:42 PM  all   76.36    0.00    0.00    0.00    0.00    0.00   23.64    0.00    0.00
08:50:43 PM  all   88.66    0.00    0.00    0.00    0.00    0.00   11.34    0.00    0.00
08:50:44 PM  all   70.69    0.00    0.00    0.00    0.00    0.00   29.31    0.00    0.00
08:50:45 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:46 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:47 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:48 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:50 PM  all    3.23    0.00    0.00    0.00    0.00    0.00   96.77    0.00    0.00
08:50:51 PM  all   61.54    0.00    0.00    0.00    0.00    0.00   38.46    0.00    0.00
08:50:52 PM  all   10.37    0.00    0.74    0.00    0.00    0.00   88.89    0.00    0.00
08:50:53 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:54 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:55 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:56 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:57 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:58 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:50:59 PM  all    2.08    0.00    0.00    0.00    0.00    0.00   97.92    0.00    0.00
08:51:00 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:01 PM  all    8.82    0.00    0.49    0.00    0.00    0.00   90.69    0.00    0.00
08:51:02 PM  all   15.24    0.00    0.00    0.00    0.00    0.00   84.76    0.00    0.00
08:51:03 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:04 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:05 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:07 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:08 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:09 PM  all    2.23    0.00    0.00    0.00    0.00    0.00   97.77    0.00    0.00
08:51:10 PM  all   14.00    0.00    0.00    0.00    0.00    0.00   86.00    0.00    0.00
08:51:11 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:12 PM  all   12.16    0.00    0.00    0.00    0.00    0.00   87.84    0.00    0.00
08:51:13 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:14 PM  all    5.28    0.00    0.00    0.00    0.00    0.00   94.72    0.00    0.00
08:51:15 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:16 PM  all    8.02    0.00    0.53    0.00    0.00    0.00   91.44    0.00    0.00
08:51:17 PM  all   15.73    0.00    0.00    0.00    0.00    0.00   84.27    0.00    0.00
08:51:18 PM  all    8.00    0.00    0.00    0.00    0.00    0.00   92.00    0.00    0.00
08:51:19 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:20 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:21 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:22 PM  all    3.89    0.00    0.00    0.00    0.00    0.00   96.11    0.00    0.00
08:51:23 PM  all   57.14    0.00    0.00    0.00    0.00    0.00   42.86    0.00    0.00
08:51:25 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:26 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:27 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:28 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:29 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:30 PM  all    2.20    0.00    0.00    0.00    0.00    0.00   97.80    0.00    0.00
08:51:31 PM  all   13.13    0.00    1.01    0.00    0.00    0.00   85.86    0.00    0.00
08:51:32 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:33 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:34 PM  all    4.59    0.00    0.00    0.00    0.00    0.00   95.41    0.00    0.00
08:51:35 PM  all   40.54    0.00    0.00    0.00    0.00    0.00   59.46    0.00    0.00
08:51:36 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:37 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:39 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:40 PM  all    2.98    0.00    0.00    0.00    0.00    0.00   97.02    0.00    0.00
08:51:41 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:42 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:43 PM  all    5.84    0.00    0.00    0.00    0.00    0.00   94.16    0.00    0.00
08:51:44 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:45 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:46 PM  all    3.60    0.00    0.00    0.00    0.00    0.00   96.40    0.00    0.00
08:51:47 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:48 PM  all   93.75    0.00    6.25    0.00    0.00    0.00    0.00    0.00    0.00
08:51:49 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:50 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:51 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:52 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:53 PM  all    2.33    0.00    0.00    0.00    0.00    0.00   97.67    0.00    0.00
08:51:54 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:56 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:57 PM  all    3.48    0.00    0.00    0.00    0.00    0.00   96.52    0.00    0.00
08:51:58 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:51:59 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:00 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:01 PM  all    4.63    0.00    0.00    0.00    0.00    0.00   95.37    0.00    0.00
08:52:02 PM  all   15.45    0.00    0.00    0.00    0.00    0.00   84.55    0.00    0.00
08:52:03 PM  all    8.89    0.00    0.00    0.00    0.00    0.00   91.11    0.00    0.00
08:52:04 PM  all   43.33    0.00    0.00    0.00    0.00    0.00   56.67    0.00    0.00
08:52:05 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:06 PM  all    6.44    0.00    0.00    0.00    0.00    0.00   93.56    0.00    0.00
08:52:07 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:08 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:09 PM  all   42.92    0.00    0.00    0.00    0.00    0.00   57.08    0.00    0.00
08:52:10 PM  all   98.96    0.00    1.04    0.00    0.00    0.00    0.00    0.00    0.00
08:52:11 PM  all   48.82    0.00    0.00    0.00    0.00    0.00   51.18    0.00    0.00
08:52:12 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:13 PM  all   88.18    0.00    0.91    0.00    0.00    0.00   10.91    0.00    0.00
08:52:14 PM  all   99.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:15 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:16 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:17 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:19 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:20 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:21 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:22 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:23 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:24 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:25 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:26 PM  all    1.66    0.00    0.00    0.00    0.00    0.00   98.34    0.00    0.00
08:52:27 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:28 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:29 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:30 PM  all    2.87    0.00    0.00    0.00    0.00    0.00   97.13    0.00    0.00
08:52:31 PM  all   34.04    0.00    0.00    0.00    0.00    0.00   65.96    0.00    0.00
08:52:32 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:33 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:35 PM  all    3.72    0.00    0.00    0.00    0.00    0.00   96.28    0.00    0.00
08:52:36 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:37 PM  all    7.53    0.00    0.00    0.00    0.00    0.00   92.47    0.00    0.00
08:52:38 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:39 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:40 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:41 PM  all    4.56    0.00    0.00    0.00    0.00    0.00   95.44    0.00    0.00
08:52:42 PM  all   93.33    0.00    6.67    0.00    0.00    0.00    0.00    0.00    0.00
08:52:43 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:44 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:45 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:46 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:47 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:48 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:50 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:51 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:52 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:53 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:54 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:55 PM  all    1.10    0.00    0.00    0.00    0.00    0.00   98.90    0.00    0.00
08:52:56 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:57 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:58 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:52:59 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:00 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:01 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:02 PM  all    1.99    0.00    0.00    0.00    0.00    0.00   98.01    0.00    0.00
08:53:04 PM  all   11.48    0.00    0.00    0.00    0.00    0.00   88.52    0.00    0.00
08:53:05 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:06 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:07 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:08 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:09 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:10 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:11 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:12 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:13 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:14 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:15 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:16 PM  all    1.15    0.00    0.00    0.00    0.00    0.00   98.85    0.00    0.00
08:53:17 PM  all   13.86    0.00    0.99    0.00    0.00    0.00   85.15    0.00    0.00
08:53:19 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:20 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:21 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:22 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:23 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:24 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:25 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:26 PM  all    3.68    0.00    0.00    0.00    0.00    0.00   96.32    0.00    0.00
08:53:27 PM  all   56.50    0.00    0.00    0.00    0.00    0.00   43.50    0.00    0.00
08:53:28 PM  all   99.00    0.00    0.00    0.00    0.00    0.00    1.00    0.00    0.00
08:53:29 PM  all   99.01    0.00    0.00    0.00    0.00    0.00    0.99    0.00    0.00
08:53:30 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:31 PM  all   95.19    0.00    0.96    0.00    0.00    0.00    3.85    0.00    0.00
08:53:32 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:33 PM  all   99.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:34 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:35 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:36 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:37 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:38 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:39 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:40 PM  all    3.03    0.00    0.19    0.00    0.00    0.00   96.78    0.00    0.00
08:53:41 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:42 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:44 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:45 PM  all   93.33    0.00    6.67    0.00    0.00    0.00    0.00    0.00    0.00
08:53:46 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:47 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:48 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:49 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:50 PM  all    1.56    0.00    0.00    0.00    0.00    0.00   98.44    0.00    0.00
08:53:51 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:52 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:53 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:54 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:55 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:56 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:53:57 PM  all    2.29    0.00    0.00    0.00    0.00    0.00   97.71    0.00    0.00
08:53:59 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:00 PM  all    5.86    0.00    0.00    0.00    0.00    0.00   94.14    0.00    0.00
08:54:01 PM  all    7.59    0.00    0.00    0.00    0.00    0.00   92.41    0.00    0.00
08:54:02 PM  all   15.89    0.00    0.00    0.00    0.00    0.00   84.11    0.00    0.00
08:54:03 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:04 PM  all    8.09    0.00    0.00    0.00    0.00    0.00   91.91    0.00    0.00
08:54:05 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:06 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:07 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:08 PM  all    4.12    0.00    0.00    0.00    0.00    0.00   95.88    0.00    0.00
08:54:09 PM  all   11.48    0.00    0.00    0.00    0.00    0.00   88.52    0.00    0.00
08:54:10 PM  all    7.04    0.00    0.50    0.00    0.00    0.00   92.46    0.00    0.00
08:54:11 PM  all   50.00    0.00    0.00    0.00    0.00    0.00   50.00    0.00    0.00
08:54:12 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:13 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:14 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:16 PM  all    3.64    0.00    0.00    0.00    0.00    0.00   96.36    0.00    0.00
08:54:17 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:18 PM  all    5.15    0.00    0.00    0.00    0.00    0.00   94.85    0.00    0.00
08:54:19 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:20 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:21 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:22 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:23 PM  all    3.25    0.00    0.23    0.00    0.00    0.00   96.52    0.00    0.00
08:54:24 PM  all   10.16    0.00    0.00    0.00    0.00    0.00   89.84    0.00    0.00
08:54:25 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:26 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:27 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:28 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:29 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:30 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:31 PM  all    2.09    0.00    0.15    0.00    0.00    0.00   97.76    0.00    0.00
08:54:33 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:34 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:35 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:36 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:37 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:38 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:39 PM  all   94.12    0.00    5.88    0.00    0.00    0.00    0.00    0.00    0.00
08:54:40 PM  all    1.62    0.00    0.00    0.00    0.00    0.00   98.38    0.00    0.00
08:54:41 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:42 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:43 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:44 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:45 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:46 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:47 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:48 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:50 PM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
08:54:51 PM  all    1.62    0.00    0.00    0.00    0.00    0.00   98.38    0.00    0.00
08:54:52 PM  all    0.00    0.00    0.62    0.00    0.00    0.00   37.89    0.00   61.49
08:54:53 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:54:54 PM  all    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   99.00
08:54:55 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:54:56 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
