Linux 3.8.0-19-generic (ip-10-34-167-107) 	06/07/2013 	_x86_64_	(1 CPU)

07:48:33 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
07:53:12 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:13 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:14 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:15 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:16 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:17 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:18 AM  all    8.81    0.00    0.00    0.00    0.00    0.00   91.19    0.00    0.00
07:53:19 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:20 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:21 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:22 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:23 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:24 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:25 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:26 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:27 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:28 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:29 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:30 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:31 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:32 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:33 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:34 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:35 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:36 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:37 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:38 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:40 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:41 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:42 AM  all   98.31    0.00    1.69    0.00    0.00    0.00    0.00    0.00    0.00
07:53:43 AM  all    4.49    0.00    0.00    0.00    0.00    0.00   95.51    0.00    0.00
07:53:44 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:45 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:46 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:47 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:48 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:49 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:50 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:51 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:52 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:53 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:54 AM  all   98.33    0.00    1.67    0.00    0.00    0.00    0.00    0.00    0.00
07:53:55 AM  all    8.55    0.00    0.00    0.00    0.00    0.00   91.45    0.00    0.00
07:53:56 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:57 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:58 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:53:59 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:00 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:01 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:02 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:03 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:04 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:05 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:06 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:07 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:08 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:09 AM  all    7.60    0.00    0.00    0.00    0.00    0.00   92.40    0.00    0.00
07:54:10 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:11 AM  all   98.31    0.00    1.69    0.00    0.00    0.00    0.00    0.00    0.00
07:54:12 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:13 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:14 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:15 AM  all   15.32    0.00    0.00    0.00    0.00    0.00   84.68    0.00    0.00
07:54:16 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:17 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:18 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:19 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:20 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:21 AM  all   16.86    0.00    0.00    0.00    0.00    0.00   83.14    0.00    0.00
07:54:22 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:23 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:24 AM  all   98.31    0.00    1.69    0.00    0.00    0.00    0.00    0.00    0.00
07:54:25 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:26 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:27 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:28 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:29 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:30 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:31 AM  all   98.33    0.00    1.67    0.00    0.00    0.00    0.00    0.00    0.00
07:54:32 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:33 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:34 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:35 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:36 AM  all   98.31    0.00    1.69    0.00    0.00    0.00    0.00    0.00    0.00
07:54:37 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:38 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:39 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:40 AM  all    5.77    0.00    0.10    0.00    0.00    0.00   94.14    0.00    0.00
07:54:41 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:42 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:43 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:44 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:45 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:46 AM  all   15.99    0.00    0.00    0.00    0.00    0.00   84.01    0.00    0.00
07:54:47 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:48 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:49 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:50 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:51 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:52 AM  all   15.66    0.00    0.27    0.00    0.00    0.00   84.07    0.00    0.00
07:54:53 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:54 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:55 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:56 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:57 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:54:58 AM  all   15.22    0.00    0.00    0.00    0.00    0.00   84.78    0.00    0.00
07:54:59 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:00 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:01 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:02 AM  all   25.11    0.00    0.88    0.00    0.00    0.00   74.01    0.00    0.00
07:55:03 AM  all   41.91    0.00    0.74    0.00    0.00    0.00   57.35    0.00    0.00
07:55:04 AM  all   52.34    0.00    0.00    0.00    0.00    0.00   47.66    0.00    0.00
07:55:05 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:06 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:07 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:08 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:09 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:10 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:11 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:12 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:13 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:14 AM  all   10.71    0.00    0.18    0.00    0.00    0.00   89.11    0.00    0.00
07:55:15 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:16 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:17 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:18 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:19 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:20 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:21 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:22 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:23 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:24 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:25 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:26 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:27 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:28 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:29 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:30 AM  all    6.58    0.00    0.00    0.00    0.00    0.00   93.42    0.00    0.00
07:55:31 AM  all   95.08    0.00    0.00    0.00    0.00    0.00    4.92    0.00    0.00
07:55:32 AM  all   47.54    0.00    0.00    0.00    0.00    0.00   52.46    0.00    0.00
07:55:33 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:34 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:35 AM  all   27.94    0.00    0.00    0.00    0.00    0.00   72.06    0.00    0.00
07:55:36 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:37 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:38 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:39 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:40 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:41 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:42 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:43 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:44 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:45 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:46 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:47 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:48 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:49 AM  all    7.44    0.00    0.00    0.00    0.00    0.00   92.56    0.00    0.00
07:55:50 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:51 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:52 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:53 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:54 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:55 AM  all   14.54    0.00    0.00    0.00    0.00    0.00   85.46    0.00    0.00
07:55:56 AM  all   92.06    0.00    0.00    0.00    0.00    0.00    7.94    0.00    0.00
07:55:57 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:58 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:55:59 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:00 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:02 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:03 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:04 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:05 AM  all   11.83    0.00    0.21    0.00    0.00    0.00   87.97    0.00    0.00
07:56:06 AM  all   98.31    0.00    1.69    0.00    0.00    0.00    0.00    0.00    0.00
07:56:07 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:08 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:09 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:10 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:11 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:12 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:13 AM  all   12.53    0.00    0.00    0.00    0.00    0.00   87.47    0.00    0.00
07:56:14 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:15 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:16 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:17 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:18 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:19 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:20 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:21 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:22 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:23 AM  all   98.33    0.00    1.67    0.00    0.00    0.00    0.00    0.00    0.00
07:56:24 AM  all    9.22    0.00    0.00    0.00    0.00    0.00   90.78    0.00    0.00
07:56:25 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:26 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:27 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:28 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:29 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:30 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:31 AM  all   14.54    0.00    0.00    0.00    0.00    0.00   85.46    0.00    0.00
07:56:32 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:33 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:34 AM  all   24.46    0.00    0.00    0.00    0.00    0.00   75.54    0.00    0.00
07:56:35 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:36 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:37 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:38 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:39 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:40 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:41 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:42 AM  all   13.12    0.00    0.00    0.00    0.00    0.00   86.88    0.00    0.00
07:56:43 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:44 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:45 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:46 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:47 AM  all   98.36    0.00    1.64    0.00    0.00    0.00    0.00    0.00    0.00
07:56:48 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:49 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:50 AM  all   12.75    0.00    0.00    0.00    0.00    0.00   87.25    0.00    0.00
07:56:51 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:52 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:53 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:54 AM  all   98.31    0.00    1.69    0.00    0.00    0.00    0.00    0.00    0.00
07:56:55 AM  all   16.28    0.00    0.00    0.00    0.00    0.00   83.72    0.00    0.00
07:56:56 AM  all   90.32    0.00    0.00    0.00    0.00    0.00    9.68    0.00    0.00
07:56:57 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:58 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:56:59 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:00 AM  all   19.28    0.00    0.00    0.00    0.00    0.00   80.72    0.00    0.00
07:57:01 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:02 AM  all   38.56    0.00    0.00    0.00    0.00    0.00   61.44    0.00    0.00
07:57:03 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:04 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:05 AM  all   31.72    0.00    0.00    0.00    0.00    0.00   68.28    0.00    0.00
07:57:06 AM  all   98.31    0.00    1.69    0.00    0.00    0.00    0.00    0.00    0.00
07:57:07 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:08 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:09 AM  all   24.17    0.00    0.00    0.00    0.00    0.00   75.83    0.00    0.00
07:57:10 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:11 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:12 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:13 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:14 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:15 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:16 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:17 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:18 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:19 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:20 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:21 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:22 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:23 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:24 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:25 AM  all   98.31    0.00    1.69    0.00    0.00    0.00    0.00    0.00    0.00
07:57:26 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:27 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:28 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:29 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:30 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:31 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:32 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:33 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:34 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:35 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:36 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:37 AM  all   98.33    0.00    1.67    0.00    0.00    0.00    0.00    0.00    0.00
07:57:38 AM  all    3.72    0.00    0.00    0.00    0.00    0.00   96.28    0.00    0.00
07:57:39 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:40 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:41 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:42 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:43 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:44 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:45 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:46 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:47 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:48 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:49 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:50 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:51 AM  all    7.95    0.00    0.00    0.00    0.00    0.00   92.05    0.00    0.00
07:57:52 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:53 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:54 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:55 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:56 AM  all   98.31    0.00    1.69    0.00    0.00    0.00    0.00    0.00    0.00
07:57:57 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:58 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:57:59 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:58:00 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:58:01 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:58:02 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:58:03 AM  all    8.55    0.00    0.00    0.00    0.00    0.00   91.45    0.00    0.00
07:58:04 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:58:05 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:58:06 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:58:07 AM  all   98.31    0.00    1.69    0.00    0.00    0.00    0.00    0.00    0.00
07:58:08 AM  all  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
